type,lat,lon,start_year,life_years,total_mass_ton,area_m2,volume_m3,annual_msw_ton,annual_ch4_tonnes,annual_co2e_tonnes,center_x_px,center_y_px,image_name,radius
Wild,44.495,21.3,2005,20,10.0,100.0,250.0,0.5,0.0,0.01,484.37,100.45,tile_block_372_375.jpg,6.31
Wild,44.5762,21.3422,2005,20,30.0,300.0,750.0,1.5,0.0,0.02,217.68,283.71,tile_block_354_382.jpg,10.93
Wild,44.5741,21.3824,2005,20,4000.0,10000.0,25000.0,200.0,0.13,3.22,338.41,502.81,tile_block_354_388.jpg,63.08
Wild,44.3523,21.1608,2005,20,350.0,250.0,625.0,17.5,0.01,0.28,200.47,110.19,tile_block_403_354.jpg,9.97
Wild,44.352,21.1284,2005,20,400.0,500.0,1250.0,20.0,0.01,0.32,178.3,148.07,tile_block_403_349.jpg,14.1
Wild,44.3974,21.1016,2005,20,120.0,300.0,750.0,6.0,0.0,0.1,84.12,228.26,tile_block_393_345.jpg,10.93
Wild,44.3911,21.009,2005,20,120.0,200.0,500.0,6.0,0.0,0.1,389.81,421.01,tile_block_394_330.jpg,8.92
Wild,44.4964,21.1296,2005,20,850.0,1000.0,2500.0,42.5,0.03,0.68,248.54,492.53,tile_block_371_349.jpg,19.95
Wild,44.488,21.134,2005,20,750.0,1000.0,2500.0,37.5,0.02,0.6,87.88,401.02,tile_block_373_350.jpg,19.95
Wild,44.4621,21.0698,2005,20,2100.0,6000.0,15000.0,105.0,0.07,1.69,105.54,212.28,tile_block_379_340.jpg,48.86
Wild,44.4693,21.0738,2005,20,200.0,400.0,1000.0,10.0,0.01,0.16,423.01,436.24,tile_block_377_340.jpg,12.62
Wild,44.2271,21.1412,2005,20,100.0,500.0,1250.0,5.0,0.0,0.08,198.31,195.47,tile_block_430_351.jpg,14.1
Wild,44.4472,21.1408,2005,20,650.0,1000.0,2500.0,32.5,0.02,0.52,124.38,324.05,tile_block_382_351.jpg,19.95
Wild,44.2564,21.1138,2005,20,300.0,200.0,500.0,15.0,0.01,0.24,53.43,16.44,tile_block_424_347.jpg,8.92
Wild,44.3019,21.0721,2005,20,600.0,1000.0,2500.0,30.0,0.02,0.48,304.16,86.37,tile_block_414_340.jpg,19.95
Wild,44.3474,21.0823,2005,20,700.0,1000.0,2500.0,35.0,0.02,0.56,88.71,151.74,tile_block_404_342.jpg,19.95
Wild,44.3334,21.0379,2005,20,550.0,700.0,1750.0,27.5,0.02,0.44,134.53,173.37,tile_block_407_335.jpg,16.69
Wild,44.3685,21.1027,2005,20,250.0,500.0,1250.0,12.5,0.01,0.2,175.75,366.22,tile_block_399_345.jpg,14.1
Wild,43.7085,21.3031,2005,20,150.0,3000.0,7500.0,7.5,0.0,0.12,28.44,415.96,tile_block_542_377.jpg,34.55
Wild,43.7526,21.3862,2005,20,150.0,1000.0,2500.0,7.5,0.0,0.12,44.62,98.27,tile_block_533_390.jpg,19.95
Wild,43.7135,21.2279,2005,20,85.0,1300.0,3250.0,4.25,0.0,0.07,112.38,392.05,tile_block_541_365.jpg,22.74
Wild,43.6755,21.3881,2005,20,85.0,1300.0,3250.0,4.25,0.0,0.07,237.67,468.46,tile_block_549_390.jpg,22.74
Wild,43.7725,21.3709,2005,20,60.0,1620.0,4050.0,3.0,0.0,0.05,338.98,453.74,tile_block_528_387.jpg,25.39
Wild,43.7752,21.2797,2005,20,120.0,1000.0,2500.0,6.0,0.0,0.1,166.2,182.7,tile_block_528_373.jpg,19.95
Wild,43.7197,21.3772,2005,20,110.0,1300.0,3250.0,5.5,0.0,0.09,360.69,171.57,tile_block_540_388.jpg,22.74
Wild,43.170926,20.51332,2005,20,12.0,1200.0,3000.0,0.6,0.0,0.01,50.62,142.93,tile_block_659_252.jpg,21.85
Wild,43.119068,20.386221,2005,20,27.0,1050.0,2625.0,1.35,0.0,0.02,429.53,201.96,tile_block_670_231.jpg,20.44
Wild,43.13667,20.51222,2005,20,10.0,200.0,500.0,0.5,0.0,0.01,451.06,362.59,tile_block_666_251.jpg,8.92
Wild,43.112078,20.470434,2005,20,130.0,150.0,375.0,6.5,0.0,0.1,107.44,0.93,tile_block_672_245.jpg,7.73
Wild,43.142608,20.517526,2005,20,18.0,500.0,1250.0,0.9,0.0,0.01,374.38,217.67,tile_block_665_252.jpg,14.1
Wild,43.131818,20.523115,2005,20,13.0,20.0,50.0,0.65,0.0,0.01,310.06,394.51,tile_block_667_253.jpg,2.82
Wild,43.196307,20.544298,2005,20,17.0,10000.0,25000.0,0.85,0.0,0.01,23.92,410.48,tile_block_653_257.jpg,63.08
Wild,43.188983,20.542416,2005,20,23.0,15000.0,37500.0,1.15,0.0,0.02,378.57,199.0,tile_block_655_256.jpg,77.25
Wild,43.218312,20.554357,2005,20,7.0,5000.0,12500.0,0.35,0.0,0.01,342.21,19.17,tile_block_649_258.jpg,44.6
Wild,43.085414,20.295801,2005,20,37.0,1800.0,4500.0,1.85,0.0,0.03,210.37,297.44,tile_block_677_217.jpg,26.76
Wild,43.175991,20.436689,2005,20,13.0,30.0,75.0,0.65,0.0,0.01,481.66,53.4,tile_block_658_239.jpg,3.45
Wild,43.112186,20.558177,2005,20,23.0,180.0,450.0,1.15,0.0,0.02,78.3,30.29,tile_block_672_259.jpg,8.46
Wild,43.13658,20.4696,2005,20,42.0,400.0,1000.0,2.1,0.0,0.03,56.81,351.53,tile_block_666_245.jpg,12.62
Wild,43.164911,20.397207,2005,20,38.0,150.0,375.0,1.9,0.0,0.03,335.88,237.51,tile_block_660_233.jpg,7.73
Wild,45.6678027,19.7200496,2005,20,1146.0,7838.0,19595.0,57.3,0.04,0.92,324.22,134.19,tile_block_116_134.jpg,55.84
Wild,45.6986414,19.6735154,2005,20,1160.0,154841.0,387102.5,58.0,0.04,0.93,340.25,233.02,tile_block_109_127.jpg,248.21
Wild,43.2372436,21.8408224,2005,20,4.5,4250.0,10625.0,0.23,0.0,0.0,358.94,229.99,tile_block_644_462.jpg,41.12
Wild,43.2396705,21.8675962,2005,20,2.0,2000.0,5000.0,0.1,0.0,0.0,482.03,450.27,tile_block_643_466.jpg,28.21
Wild,43.2418472,21.8632081,2005,20,1.5,1200.0,3000.0,0.07,0.0,0.0,123.26,212.23,tile_block_643_466.jpg,21.85
Wild,43.227782,21.7873347,2005,20,0.5,300.0,750.0,0.03,0.0,0.0,121.92,299.01,tile_block_646_454.jpg,10.93
Wild,43.2170432,21.8242785,2005,20,0.8,800.0,2000.0,0.04,0.0,0.0,61.77,438.69,tile_block_648_460.jpg,17.84
Wild,43.154651,21.851416,2005,20,1.1,800.0,2000.0,0.06,0.0,0.0,288.38,177.44,tile_block_662_464.jpg,17.84
Wild,43.162408,21.8420551,2005,20,1.8,2600.0,6500.0,0.09,0.0,0.0,30.64,347.7,tile_block_660_463.jpg,32.16
Wild,43.1612419,21.8607877,2005,20,0.8,400.0,1000.0,0.04,0.0,0.0,18.82,461.72,tile_block_660_466.jpg,12.62
Wild,43.1914907,21.8088606,2005,20,0.2,300.0,750.0,0.01,0.0,0.0,372.93,216.59,tile_block_654_457.jpg,10.93
Wild,43.200959,21.7865929,2005,20,2.0,4700.0,11750.0,0.1,0.0,0.0,89.68,206.36,tile_block_652_454.jpg,43.24
Wild,45.7897,19.8988,2005,20,3000.0,10000.0,25000.0,150.0,0.1,2.41,98.21,110.25,tile_block_90_162.jpg,63.08
Wild,43.60542,20.11544,2005,20,6.75,9.0,22.5,0.34,0.0,0.01,477.74,264.7,tile_block_564_189.jpg,1.89
Wild,43.61441,20.18233,2005,20,4.5,6.0,15.0,0.23,0.0,0.0,253.86,345.57,tile_block_562_200.jpg,1.55
Wild,43.52952,20.23025,2005,20,6.75,9.0,22.5,0.34,0.0,0.01,449.31,82.41,tile_block_581_207.jpg,1.89
Wild,43.63193,20.13388,2005,20,18.0,24.0,60.0,0.9,0.0,0.01,460.63,408.15,tile_block_558_192.jpg,3.09
Wild,43.61795,20.13633,2005,20,10.5,14.0,35.0,0.53,0.0,0.01,130.12,426.85,tile_block_561_193.jpg,2.36
Wild,43.6287,20.1498,2005,20,18.75,25.0,62.5,0.94,0.0,0.02,205.2,268.16,tile_block_559_195.jpg,3.15
Wild,43.65598,20.12618,2005,20,21.0,28.0,70.0,1.05,0.0,0.02,379.6,290.62,tile_block_553_191.jpg,3.34
Wild,43.6587,20.13087,2005,20,9.0,12.0,30.0,0.45,0.0,0.01,248.95,504.5,tile_block_552_192.jpg,2.19
Wild,45.5024,19.9123,2005,20,200.0,7000.0,17500.0,10.0,0.01,0.16,202.17,299.51,tile_block_152_163.jpg,52.78
Wild,45.553804,19.782019,2005,20,20.0,3000.0,7500.0,1.0,0.0,0.02,350.84,74.58,tile_block_141_143.jpg,34.55
Wild,43.0287,22.8202,2005,20,4.0,130.0,325.0,0.2,0.0,0.0,511.19,108.49,tile_block_687_618.jpg,7.19
Wild,43.0312,22.7862,2005,20,10.0,160.0,400.0,0.5,0.0,0.01,295.19,402.37,tile_block_686_613.jpg,7.98
Wild,43.0297,22.0297,2005,20,8.0,120.0,300.0,0.4,0.0,0.01,106.03,66.65,tile_block_689_493.jpg,6.91
Wild,43.0245,22.7852,2005,20,10.0,200.0,500.0,0.5,0.0,0.01,229.55,124.15,tile_block_688_613.jpg,8.92
Wild,43.0267,22.8151,2005,20,10.0,200.0,500.0,0.5,0.0,0.01,100.48,339.59,tile_block_687_618.jpg,8.92
Wild,43.0232,22.7247,2005,20,2.0,180.0,450.0,0.1,0.0,0.0,423.05,371.57,tile_block_688_603.jpg,8.46
Wild,43.0074,22.8187,2005,20,10.0,500.0,1250.0,0.5,0.0,0.01,440.22,428.56,tile_block_691_618.jpg,14.1
Wild,43.0184,22.7336,2005,20,3.0,12.0,30.0,0.15,0.0,0.0,135.24,377.69,tile_block_689_605.jpg,2.19
Wild,43.1697,22.5479,2005,20,10.0,150.0,375.0,0.5,0.0,0.01,53.01,255.1,tile_block_657_575.jpg,7.73
Wild,43.1631,22.57,2005,20,2.0,50.0,125.0,0.1,0.0,0.0,327.17,442.61,tile_block_658_578.jpg,4.46
Wild,43.1821,22.6002,2005,20,5.0,100.0,250.0,0.25,0.0,0.0,181.93,334.1,tile_block_654_583.jpg,6.31
Wild,43.174,22.622,2005,20,8.0,100.0,250.0,0.4,0.0,0.01,435.03,175.54,tile_block_656_586.jpg,6.31
Wild,43.1328,22.5886,2005,20,10.0,150.0,375.0,0.5,0.0,0.01,367.07,195.02,tile_block_665_581.jpg,7.73
Wild,43.1475,22.5805,2005,20,5.0,100.0,250.0,0.25,0.0,0.0,189.46,110.99,tile_block_662_580.jpg,6.31
Wild,43.1445,22.6097,2005,20,5.0,50.0,125.0,0.25,0.0,0.0,10.26,398.94,tile_block_662_585.jpg,4.46
Wild,43.1481,22.5761,2005,20,2.0,50.0,125.0,0.1,0.0,0.0,342.41,51.1,tile_block_662_579.jpg,4.46
Wild,43.141,22.612,2005,20,10.0,150.0,375.0,0.5,0.0,0.01,204.78,272.03,tile_block_663_585.jpg,7.73
Wild,43.1445,22.6097,2005,20,15.0,150.0,375.0,0.75,0.0,0.01,10.26,398.94,tile_block_662_585.jpg,7.73
Wild,43.2209,19.7284,2005,20,2.5,55.0,137.5,0.12,0.0,0.0,334.51,67.29,tile_block_647_127.jpg,4.68
Wild,43.2208,19.7296,2005,20,5.0,150.0,375.0,0.25,0.0,0.0,431.8,79.87,tile_block_647_127.jpg,7.73
Wild,43.2217,19.7358,2005,20,3.5,85.0,212.5,0.17,0.0,0.0,424.86,499.55,tile_block_646_128.jpg,5.82
Wild,43.3189,19.6773,2005,20,3.0,50.0,125.0,0.15,0.0,0.0,452.56,383.5,tile_block_625_119.jpg,4.46
Wild,43.3303,19.5373,2005,20,15.0,60.0,150.0,0.75,0.0,0.01,386.56,464.11,tile_block_622_97.jpg,4.89
Wild,43.3835,19.6707,2005,20,3.0,300.0,750.0,0.15,0.0,0.0,31.67,368.73,tile_block_611_119.jpg,10.93
Wild,43.3489,19.6374,2005,20,15.0,60.0,150.0,0.75,0.0,0.01,343.58,71.78,tile_block_619_113.jpg,4.89
Wild,43.3709,19.6911,2005,20,45.0,90.0,225.0,2.25,0.0,0.04,126.13,258.18,tile_block_614_122.jpg,5.98
Wild,43.3714,19.6917,2005,20,5.0,100.0,250.0,0.25,0.0,0.0,175.61,203.42,tile_block_614_122.jpg,6.31
Wild,43.3649,19.6241,2005,20,20.0,200.0,500.0,1.0,0.0,0.02,318.95,325.18,tile_block_615_111.jpg,8.92
Wild,43.3851,19.6373,2005,20,5.0,70.0,175.0,0.25,0.0,0.0,401.14,147.37,tile_block_611_113.jpg,5.28
Wild,43.3617,19.6186,2005,20,10.0,100.0,250.0,0.5,0.0,0.01,379.43,161.2,tile_block_616_110.jpg,6.31
Wild,43.3737,19.5962,2005,20,4.0,100.0,250.0,0.2,0.0,0.0,122.78,334.21,tile_block_613_107.jpg,6.31
Wild,43.3854,19.6778,2005,20,2.0,50.0,125.0,0.1,0.0,0.0,98.12,166.86,tile_block_611_120.jpg,4.46
Wild,43.4165,19.6314,2005,20,1.0,20.0,50.0,0.05,0.0,0.0,492.49,236.33,tile_block_604_112.jpg,2.82
Wild,43.4175,19.6283,2005,20,1.0,30.0,75.0,0.05,0.0,0.0,243.36,121.14,tile_block_604_112.jpg,3.45
Wild,43.370565,20.013621,2005,20,1.5,630.0,1575.0,0.07,0.0,0.0,143.48,142.85,tile_block_615_173.jpg,15.83
Wild,43.372605,20.21033,2005,20,0.5,300.0,750.0,0.03,0.0,0.0,210.47,85.93,tile_block_615_204.jpg,10.93
Wild,43.371278,20.002221,2005,20,0.85,60.0,150.0,0.04,0.0,0.0,244.83,52.69,tile_block_615_171.jpg,4.89
Wild,43.364864,20.1218,2005,20,1.0,1000.0,2500.0,0.05,0.0,0.0,197.2,361.93,tile_block_616_190.jpg,19.95
Wild,43.363879,20.004482,2005,20,2.0,1560.0,3900.0,0.1,0.0,0.0,418.2,364.58,tile_block_616_171.jpg,24.91
Wild,43.434491,20.65548,2005,20,0.4,200.0,500.0,0.02,0.0,0.0,462.41,114.24,tile_block_602_274.jpg,8.92
Wild,43.432526,20.7773,2005,20,0.3,70.0,175.0,0.01,0.0,0.0,80.93,366.02,tile_block_602_294.jpg,5.28
Wild,43.43379,20.62279,2005,20,0.3,250.0,625.0,0.01,0.0,0.0,376.4,180.64,tile_block_602_269.jpg,9.97
Wild,43.431221,20.51052,2005,20,0.3,250.0,625.0,0.01,0.0,0.0,504.4,418.69,tile_block_602_251.jpg,9.97
Wild,43.423281,20.54523,2005,20,0.4,500.0,1250.0,0.02,0.0,0.0,236.88,292.4,tile_block_604_257.jpg,14.1
Wild,43.374099,20.22962,2005,20,2.0,1600.0,4000.0,0.1,0.0,0.0,238.78,446.63,tile_block_614_207.jpg,25.23
Wild,43.435643,20.31256,2005,20,0.4,270.0,675.0,0.02,0.0,0.0,358.31,326.47,tile_block_601_220.jpg,10.36
Wild,43.43298,20.24638,2005,20,1.0,675.0,1687.5,0.05,0.0,0.0,119.65,63.9,tile_block_602_210.jpg,16.39
Wild,43.43339,20.24163,2005,20,0.6,300.0,750.0,0.03,0.0,0.0,247.63,14.88,tile_block_602_209.jpg,10.93
Wild,43.401164,19.563508,2005,20,0.4,165.0,412.5,0.02,0.0,0.0,86.81,311.02,tile_block_607_102.jpg,8.1
Wild,43.40386,19.561706,2005,20,0.2,50.0,125.0,0.01,0.0,0.0,458.05,9.1,tile_block_607_101.jpg,4.46
Wild,43.392819,19.555977,2005,20,0.5,200.0,500.0,0.03,0.0,0.0,484.92,203.27,tile_block_609_100.jpg,8.92
Wild,44.63408,22.54596,2005,20,70.0,600.0,1500.0,3.5,0.0,0.06,435.56,428.98,tile_block_339_568.jpg,15.45
Wild,44.63388,22.54558,2005,20,100.0,1000.0,2500.0,5.0,0.0,0.08,405.84,451.77,tile_block_339_568.jpg,19.95
Wild,44.49953,22.46202,2005,20,550.0,1500.0,3750.0,27.5,0.02,0.44,189.48,137.54,tile_block_369_556.jpg,24.43
Wild,44.6038,22.62472,2005,20,80.0,500.0,1250.0,4.0,0.0,0.06,93.48,87.03,tile_block_346_581.jpg,14.1
Wild,44.6013,22.62541,2005,20,380.0,5000.0,12500.0,19.0,0.01,0.31,153.77,363.64,tile_block_346_581.jpg,44.6
Wild,44.58891,22.63405,2005,20,600.0,8000.0,20000.0,30.0,0.02,0.48,355.01,190.23,tile_block_349_582.jpg,56.42
Wild,44.5925,22.63133,2005,20,600.0,2000.0,5000.0,30.0,0.02,0.48,131.13,307.77,tile_block_348_582.jpg,28.21
Wild,44.59738,22.60637,2005,20,50.0,800.0,2000.0,2.5,0.0,0.04,187.32,317.01,tile_block_347_578.jpg,17.84
Wild,44.59894,22.62037,2005,20,600.0,2000.0,5000.0,30.0,0.02,0.48,271.0,121.75,tile_block_347_580.jpg,28.21
Wild,44.60849,22.5945,2005,20,600.0,6000.0,15000.0,30.0,0.02,0.48,245.12,125.39,tile_block_345_576.jpg,48.86
Wild,44.58904,22.62803,2005,20,600.0,8000.0,20000.0,30.0,0.02,0.48,388.87,185.34,tile_block_349_581.jpg,56.42
Wild,44.60928,22.59622,2005,20,170.0,500.0,1250.0,8.5,0.01,0.14,379.89,34.96,tile_block_345_576.jpg,14.1
Wild,44.59745,22.61025,2005,20,80.0,500.0,1250.0,4.0,0.0,0.06,495.1,303.16,tile_block_347_578.jpg,14.1
Wild,44.63234,22.55695,2005,20,100.0,600.0,1500.0,5.0,0.0,0.08,286.93,93.68,tile_block_340_570.jpg,15.45
Wild,44.52651,22.72035,2005,20,600.0,4000.0,10000.0,30.0,0.02,0.48,183.34,324.78,tile_block_362_596.jpg,39.89
Wild,44.60041,22.64399,2005,20,80.0,1500.0,3750.0,4.0,0.0,0.06,94.28,432.96,tile_block_346_584.jpg,24.43
Wild,44.62837,22.51951,2005,20,150.0,700.0,1750.0,7.5,0.0,0.12,397.47,78.69,tile_block_341_564.jpg,16.69
Wild,44.57986,22.50347,2005,20,80.0,400.0,1000.0,4.0,0.0,0.06,248.44,370.78,tile_block_351_562.jpg,12.62
Wild,44.59059,22.50678,2005,20,250.0,1800.0,4500.0,12.5,0.01,0.2,489.21,198.05,tile_block_349_562.jpg,26.76
Wild,44.57652,22.51201,2005,20,170.0,1200.0,3000.0,8.5,0.01,0.14,421.3,217.26,tile_block_352_563.jpg,21.85
Wild,44.56626,22.74524,2005,20,170.0,800.0,2000.0,8.5,0.01,0.14,18.78,475.42,tile_block_353_600.jpg,17.84
Wild,44.55387,22.64916,2005,20,220.0,1200.0,3000.0,11.0,0.01,0.18,97.04,474.33,tile_block_356_585.jpg,21.85
Wild,44.52892,22.55478,2005,20,450.0,3500.0,8750.0,22.5,0.01,0.36,333.67,320.83,tile_block_362_570.jpg,37.32
Wild,44.51792,22.50364,2005,20,80.0,800.0,2000.0,4.0,0.0,0.06,388.63,82.77,tile_block_365_562.jpg,17.84
Wild,44.58741,22.71536,2005,20,170.0,1200.0,3000.0,8.5,0.01,0.14,156.68,224.37,tile_block_349_595.jpg,21.85
Wild,44.882102,19.858852,2005,20,20.0,35000.0,87500.0,1.0,0.0,0.02,172.79,31.08,tile_block_287_153.jpg,118.01
Wild,44.94682,19.933718,2005,20,30.0,19600.0,49000.0,1.5,0.0,0.02,35.95,90.22,tile_block_273_165.jpg,88.31
Wild,44.963748,19.967778,2005,20,9.0,22800.0,57000.0,0.45,0.0,0.01,186.82,292.51,tile_block_269_170.jpg,95.25
Wild,44.77414,19.849443,2005,20,15.0,10500.0,26250.0,0.75,0.0,0.01,283.89,237.46,tile_block_310_151.jpg,64.64
Wild,44.763133,19.724452,2005,20,20.0,10500.0,26250.0,1.0,0.0,0.02,102.87,288.65,tile_block_312_132.jpg,64.64
Wild,45.000592,19.894677,2005,20,23.0,14200.0,35500.0,1.15,0.0,0.02,109.53,219.61,tile_block_261_159.jpg,75.17
Wild,45.019334,19.89708,2005,20,25.0,19600.0,49000.0,1.25,0.0,0.02,327.27,188.19,tile_block_257_159.jpg,88.31
Wild,45.047197,19.785074,2005,20,14.0,7800.0,19500.0,0.7,0.0,0.01,252.89,38.67,tile_block_251_142.jpg,55.71
Wild,44.836502,19.810347,2005,20,25.0,15800.0,39500.0,1.25,0.0,0.02,363.82,433.55,tile_block_296_145.jpg,79.29
Wild,45.000174,19.962612,2005,20,12.0,6000.0,15000.0,0.6,0.0,0.01,343.2,336.85,tile_block_261_169.jpg,48.86
Wild,44.989809,19.834791,2005,20,7.0,3000.0,7500.0,0.35,0.0,0.01,492.42,327.33,tile_block_263_149.jpg,34.55
Wild,44.994927,19.808821,2005,20,14.0,6000.0,15000.0,0.7,0.0,0.01,501.58,241.02,tile_block_262_145.jpg,48.86
Wild,44.791514,19.818984,2005,20,12.0,20000.0,50000.0,0.6,0.0,0.01,461.87,320.95,tile_block_306_146.jpg,89.21
Wild,45.008951,19.757342,2005,20,18.0,30800.0,77000.0,0.9,0.0,0.01,51.78,158.19,tile_block_259_138.jpg,110.7
Wild,45.013686,19.943616,2005,20,18.0,12900.0,32250.0,0.9,0.0,0.01,401.6,352.49,tile_block_258_166.jpg,71.64
Wild,45.087568,19.8638038,2005,20,20000.0,50000.0,125000.0,1000.0,0.64,16.09,371.88,251.95,tile_block_242_154.jpg,141.05
Wild,45.0931201,19.8692165,2005,20,5000.0,5000.0,12500.0,250.0,0.16,4.02,294.45,153.14,tile_block_241_155.jpg,44.6
Wild,45.096161,19.7705563,2005,20,15000.0,10000.0,25000.0,750.0,0.48,12.07,216.26,214.06,tile_block_240_140.jpg,63.08
Wild,45.0859584,19.7688397,2005,20,20000.0,30000.0,75000.0,1000.0,0.64,16.09,63.94,321.4,tile_block_242_140.jpg,109.25
Wild,45.0684876,19.7686895,2005,20,5000.0,10000.0,25000.0,250.0,0.16,4.02,22.59,214.03,tile_block_246_140.jpg,63.08
Wild,45.1073614,19.7566732,2005,20,10000.0,20000.0,50000.0,500.0,0.32,8.05,167.02,489.12,tile_block_237_138.jpg,89.21
Wild,45.120615,19.9296145,2005,20,3000.0,4500.0,11250.0,150.0,0.1,2.41,479.45,235.41,tile_block_235_164.jpg,42.31
Wild,45.1081073,19.9345497,2005,20,5000.0,30000.0,75000.0,250.0,0.16,4.02,337.29,94.01,tile_block_238_165.jpg,109.25
Wild,45.1317803,19.9069552,2005,20,1000.0,1800.0,4500.0,50.0,0.03,0.8,250.07,507.22,tile_block_232_161.jpg,26.76
Wild,45.1257324,19.9454931,2005,20,20000.0,25000.0,62500.0,1000.0,0.64,16.09,199.71,195.33,tile_block_234_167.jpg,99.74
Wild,45.1117418,19.9033288,2005,20,20000.0,40000.0,100000.0,1000.0,0.64,16.09,446.72,169.43,tile_block_237_160.jpg,126.16
Wild,45.0566998,19.9258379,2005,20,15000.0,20000.0,50000.0,750.0,0.48,12.07,88.14,163.75,tile_block_249_164.jpg,89.21
Wild,45.522095,20.024968,2005,20,8502.0,8098.0,20245.0,425.1,0.27,6.84,326.73,272.48,tile_block_148_180.jpg,56.76
Wild,45.729661,20.105151,2005,20,28187.0,161072.0,402680.0,1409.35,0.91,22.68,190.17,324.96,tile_block_103_193.jpg,253.16
Wild,45.608883,20.02544,2005,20,676.0,960.0,2400.0,33.8,0.02,0.54,480.71,358.95,tile_block_129_180.jpg,19.54
Wild,45.626311,20.043701,2005,20,984.0,1406.0,3515.0,49.2,0.03,0.79,391.73,487.86,tile_block_125_183.jpg,23.65
Wild,45.610298,20.023557,2005,20,12056.0,11482.0,28705.0,602.8,0.39,9.7,335.8,199.96,tile_block_129_180.jpg,67.59
Wild,45.725051,19.838025,2005,20,19498.0,9285.0,23212.5,974.9,0.63,15.69,390.12,57.97,tile_block_104_152.jpg,60.78
Wild,45.590248,19.924359,2005,20,23457.0,33510.0,83775.0,1172.85,0.75,18.87,251.06,280.49,tile_block_133_165.jpg,115.47
Wild,46.175301,19.984258,2005,20,20.0,8000.0,20000.0,1.0,0.0,0.02,118.66,363.65,tile_block_6_176.jpg,56.42
Wild,46.143934,19.953279,2005,20,25.0,4000.0,10000.0,1.25,0.0,0.02,241.56,233.76,tile_block_13_171.jpg,39.89
Wild,45.966494,20.006655,2005,20,3000.0,5800.0,14500.0,150.0,0.1,2.41,21.71,33.57,tile_block_52_179.jpg,48.04
Wild,44.0876,22.5674,2005,20,201000.0,4500000.0,11250000.0,10050.0,6.47,161.72,225.38,169.24,tile_block_458_574.jpg,1338.09
Wild,44.0756,22.5277,2005,20,690.0,15000.0,37500.0,34.5,0.02,0.56,143.85,25.83,tile_block_461_568.jpg,77.25
Wild,44.1863,22.3983,2005,20,590.0,20000.0,50000.0,29.5,0.02,0.47,325.4,202.3,tile_block_437_547.jpg,89.21
Wild,44.2073,22.6119,2005,20,3450.0,35000.0,87500.0,172.5,0.11,2.78,455.34,117.13,tile_block_432_580.jpg,118.01
Wild,44.0746,22.5382,2005,20,450.0,25000.0,62500.0,22.5,0.01,0.36,474.69,121.25,tile_block_461_569.jpg,99.74
Wild,44.3027,22.4773,2005,20,990.0,20000.0,50000.0,49.5,0.03,0.8,262.72,474.87,tile_block_411_559.jpg,89.21
Wild,44.3043,22.5107,2005,20,2290.0,40000.0,100000.0,114.5,0.07,1.84,363.64,248.62,tile_block_411_564.jpg,126.16
Wild,44.3625,22.3897,2005,20,4200.0,45000.0,112500.0,210.0,0.14,3.38,330.61,98.71,tile_block_399_545.jpg,133.81
Wild,44.2528,22.4395,2005,20,990.0,15000.0,37500.0,49.5,0.03,0.8,416.81,439.09,tile_block_422_553.jpg,77.25
Wild,44.2218,22.4231,2005,20,820.0,15000.0,37500.0,41.0,0.03,0.66,191.21,321.19,tile_block_429_551.jpg,77.25
Wild,44.19,22.5817,2005,20,3550.0,40000.0,100000.0,177.5,0.11,2.86,127.49,37.59,tile_block_436_576.jpg,126.16
Wild,44.1118,22.5895,2005,20,690.0,25000.0,62500.0,34.5,0.02,0.56,406.74,7.39,tile_block_453_577.jpg,99.74
Wild,44.3508,22.4774,2005,20,780.0,35000.0,87500.0,39.0,0.03,0.63,174.42,252.02,tile_block_401_559.jpg,118.01
Wild,44.2921,22.4092,2005,20,600.0,10000.0,25000.0,30.0,0.02,0.48,482.89,211.85,tile_block_414_548.jpg,63.08
Wild,44.3745,22.4884,2005,20,1590.0,20000.0,50000.0,79.5,0.05,1.28,491.3,163.66,tile_block_396_560.jpg,89.21
Wild,44.2646,22.2557,2005,20,990.0,20000.0,50000.0,49.5,0.03,0.8,59.35,393.3,tile_block_420_525.jpg,89.21
Wild,44.1543,22.5602,2005,20,1710.0,25000.0,62500.0,85.5,0.06,1.38,20.49,451.72,tile_block_443_573.jpg,99.74
Wild,44.2346,22.2075,2005,20,850.0,15000.0,37500.0,42.5,0.03,0.68,357.16,199.23,tile_block_427_517.jpg,77.25
Wild,44.2225,22.2876,2005,20,690.0,15000.0,37500.0,34.5,0.02,0.56,118.87,422.04,tile_block_429_530.jpg,77.25
Wild,44.2929,22.5963,2005,20,3600.0,25000.0,62500.0,180.0,0.12,2.9,48.08,361.54,tile_block_413_578.jpg,99.74
Wild,44.274,22.6667,2005,20,3600.0,40000.0,100000.0,180.0,0.12,2.9,75.2,301.13,tile_block_417_589.jpg,126.16
Wild,44.141,22.4698,2005,20,790.0,15000.0,37500.0,39.5,0.03,0.64,497.89,14.16,tile_block_447_558.jpg,77.25
Wild,44.1278,22.5584,2005,20,350.0,10000.0,25000.0,17.5,0.01,0.28,444.32,325.85,tile_block_449_572.jpg,63.08
Wild,44.2631,22.565,2005,20,890.0,20000.0,50000.0,44.5,0.03,0.72,174.12,135.67,tile_block_420_573.jpg,89.21
Wild,44.1862,22.2868,2005,20,1820.0,30000.0,75000.0,91.0,0.06,1.46,118.11,358.98,tile_block_437_530.jpg,109.25
